หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,โครงการ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,Depth,D.Depth,Q,DD,SWL,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,พิกัดออกตก,พิกัดเหนือใต้,LATITUDE,LONGITUDE,สถานะข้อมูล
5443A095,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,โรงเรียนบ้านบึงตาต้า,2,บึงตาต้า,หนองไร่,ปลวกแดง,ระยอง,สังเกตการณ์,ใช้การได้,,,20/7/2554 0:00:00,21/7/2554 0:00:00,16.00,14.00,1.50,,4.03,150,,,,WGS84,47,P,750183,1443178,13.04435485,101.30692763,อนุมัติ
5443A096,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดปลวกเกตุ,5,คลองคา,เชิงเนิน,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,19/10/2554 0:00:00,19/10/2554 0:00:00,25.00,25.00,6.00,,1.04,150,,,,WGS84,47,P,751377,1400775,12.66112906,101.31441791,อนุมัติ
5443A097,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดปลวกเกตุ,5,คลองคา,เชิงเนิน,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,14/10/2554 0:00:00,18/10/2554 0:00:00,60.00,54.00,3.00,,1.58,150,,,,WGS84,47,P,751377,1400775,12.66112906,101.31441791,อนุมัติ
5443A098,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดเนินพุทรา,5,คลองคา,เชิงเนิน,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,7/10/2554 0:00:00,8/10/2554 0:00:00,20.00,18.00,1.50,,3.30,150,,,,WGS84,47,P,749356,1400800,12.66151607,101.29582321,อนุมัติ
5443A099,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดเนินพุทรา,5,คลองคา,เชิงเนิน,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,23/9/2554 0:00:00,7/10/2554 0:00:00,102.00,78.00,2.00,,3.51,150,,,,WGS84,47,P,749356,1400800,12.66151607,101.29582321,อนุมัติ
5443A100,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,โรงเรียนบ้านหนองจอก,5,คลองคา,เชิงเนิน,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,21/10/2554 0:00:00,25/10/2554 0:00:00,76.00,60.00,1.00,,1.70,150,,,,WGS84,47,P,750206,1402185,12.67396276,101.30375716,อนุมัติ
5443A101,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,โรงเรียนบ้านหนองจอก,5,คลองคา,เชิงเนิน,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,26/10/2554 0:00:00,26/10/2554 0:00:00,32.00,32.00,3.00,,1.20,150,,,,WGS84,47,P,750206,1402185,12.67396276,101.30375716,อนุมัติ
5443A102,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดบ้านดอน,5,คลองคา,เชิงเนิน,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,13/9/2554 0:00:00,21/9/2554 0:00:00,62.00,50.00,1.00,,1.98,150,,,,WGS84,47,P,749609,1404654,12.69631925,101.29846369,อนุมัติ
5443A103,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดบ้านดอน,5,คลองคา,เชิงเนิน,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,21/9/2554 0:00:00,22/9/2554 0:00:00,36.00,30.00,0.20,,23.53,150,,,,WGS84,47,P,749610,1404657,12.69634627,101.29847314,อนุมัติ
5443A104,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดตะพงนอก,08,นา,ตะพง,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,1/9/2554 0:00:00,4/9/2554 0:00:00,62.00,22.00,1.00,,1.13,150,,,,WGS84,47,P,754758,1399577,12.6500323,101.34542951,อนุมัติ
5443A105,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,ศูนย์พัฒนาเด็กเล็กวัดช้างชนศิริราษฎร์บำรุง,08,นา,ตะพง,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,9/10/2554 0:00:00,17/10/2554 0:00:00,56.00,10.00,2.00,,1.45,150,,,,WGS84,47,P,759656,1399954,12.65303774,101.39052735,อนุมัติ
5443A106,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดน้ำคอกเก่า,3,แหลมยาง,น้ำคอก,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,14/11/2554 0:00:00,15/11/2554 0:00:00,36.00,30.00,,,2.16,150,,,,WGS84,47,P,747820,1406957,,,อนุมัติ
5443A107,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดน้ำคอกเก่า,3,แหลมยาง,น้ำคอก,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,9/11/2554 0:00:00,14/11/2554 0:00:00,80.00,60.00,,,168.00,150,,,,WGS84,47,P,747820,1406957,,,อนุมัติ
5443A108,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดโขดหิน,6,โขดหิน 2,เนินพระ,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,25/9/2554 0:00:00,28/9/2554 0:00:00,62.00,54.00,1.00,,1.82,150,,,,WGS84,47,P,738886,1404419,12.69503213,101.1997576,อนุมัติ
5443A109,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดโขดหิน,6,โขดหิน 2,เนินพระ,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,28/9/2554 0:00:00,28/9/2554 0:00:00,12.00,12.00,0.50,,1.11,150,,,,WGS84,47,P,738886,1404419,12.69503213,101.1997576,อนุมัติ
5443A110,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดเขาพระบาท,6,ตะเกราทอง,บ้านแลง,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,9/9/2554 0:00:00,12/9/2554 0:00:00,62.00,30.00,3.00,,1.25,150,,,,WGS84,47,P,760812,1405741,12.70522726,101.40165369,อนุมัติ
5443A111,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดเขาพระบาท,6,ตะเกราทอง,บ้านแลง,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,4/9/2554 0:00:00,9/9/2554 0:00:00,23.00,8.00,2.00,,0.79,150,,,,WGS84,47,P,760812,1405741,12.70522726,101.40165369,อนุมัติ
5443A112,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,โรงเรียนบ้านตะเกราทอง,6,ตะเกราทอง,บ้านแลง,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,19/10/2554 0:00:00,21/10/2554 0:00:00,22.00,,3.00,,1.40,150,,,,WGS84,47,P,758180,1406176,12.70937578,101.37746856,อนุมัติ
5443A113,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,วัดในไร่,1,ในไร่,เพ,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,15/10/2554 0:00:00,16/10/2554 0:00:00,18.00,18.00,0.50,,0.90,150,,,,WGS84,47,P,760940,1396102,12.61812869,101.40201602,อนุมัติ
5443A114,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,โรงเรียนวัดเภตราสุขารมย์,03,บนบ้าน,เพ,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,15/7/2554 0:00:00,20/7/2554 0:00:00,37.00,32.00,0.30,,2.30,150,,,,WGS84,47,P,763789,1396797,12.62417072,101.42828454,อนุมัติ
5443A115,2552,โครงการวางเครือข่ายสังเกตการณ์น้ำบาดาลเพื่อติดตามสถานการณ์น้ำบาดาล,โรงเรียนวัดเภตราสุขารมย์,03,บนบ้าน,เพ,เมืองระยอง,ระยอง,สังเกตการณ์,ใช้การได้,,,21/7/2554 0:00:00,21/7/2554 0:00:00,15.00,9.00,1.00,,1.60,150,,,,WGS84,47,P,763789,1396797,12.62417072,101.42828454,อนุมัติ
